"topic","label","docid","text","probability"
1,"topic1","1375","indonesian rebel peace negotiators deny terror",0.102284665912904
8,"topic8","1376","three israelis killed in west bank ambush",0.103383750684071
8,"topic8","1377","two palestinians killed 40 wounded in gaza strip",0.10475853278418
2,"topic2","1378","gold coast ceremonies to mark bali anniversary",0.103580518515501
8,"topic8","1379","sack hoddle sherwood tells spurs",0.103952089332998
7,"topic7","138","fitzgibbon back for finals",0.101357046778025
7,"topic7","1380","dollar shoots to six year high",0.101280975195237
9,"topic9","1381","police investigation into womans death continues",0.101215280135353
3,"topic3","1382","gst helps in quashing tax evasion ato head says",0.103265689805442
4,"topic4","1383","praise for locals storm preparedness",0.106357024228845
8,"topic8","1384","students treated after meningococcal case",0.102486212658153
2,"topic2","1385","too early to judge break demetriou",0.100941597684729
6,"topic6","1386","crocker stunned after upsetting phelps",0.104174230250707
9,"topic9","1387","pope says all avenues to peace must be explored",0.102832570297485
1,"topic1","1388","uni looks forward to nursing funds boost",0.101586166065399
10,"topic10","1389","labor rivals continue number crunching",0.101309726584208
3,"topic3","139","origin hope for jilted anasta",0.105880139691515
3,"topic3","1390","west sydney rail link plan dead",0.103204399744783
9,"topic9","1391","iran closes in on building nuclear bomb report",0.102758772859165
6,"topic6","1392","carey sceptical of voss knee injury",0.104189313455362
1,"topic1","1393","qld liberal state council to decide on coalition",0.102119799124793
10,"topic10","1394","palestinians welcome sharons acceptance of mid",0.104387376352785
1,"topic1","1395","council seeks govt help to fix water woes",0.103990712578739
3,"topic3","1396","epa approves corridor after changes",0.104273331517879
6,"topic6","1397","industrial action may affect cairns base hospital",0.10224539512095
4,"topic4","1398","greens raise funds for fencing of tent embassy",0.103457432367727
5,"topic5","1399","golf club pursues new clubhouse",0.10186304284075
1,"topic1","14","whales frolic in sydney harbour",0.102844848686975
3,"topic3","140","busch repeats bristol nascar victory",0.103431657029909
7,"topic7","1400","australian professor heads sars team in hanoi",0.102276471751676
3,"topic3","1401","70 aussies quarantined in india report",0.102829467467402
2,"topic2","1402","fringe play has nothing to offer",0.102071563255388
6,"topic6","1403","carr handed two match ban",0.100966690933059
4,"topic4","1404","last ditch bid to save tent embassy building",0.103619343238435
6,"topic6","1405","high profile official quits cpsu",0.101774847482261
9,"topic9","1406","vaughan confident of finding winning touch",0.102451825522465
6,"topic6","1407","iraq continues to conceal banned weapons straw",0.1062468535785
3,"topic3","1408","police urge long weekend road safety",0.10205726271842
1,"topic1","1409","sampras pulls out of houston tournament",0.102829677880958
8,"topic8","141","sms saves stranded tourist",0.101796062549152
1,"topic1","1410","suncoast jazz festival gets solid turnout",0.104963469685195
1,"topic1","1411","vic peace rallies will make a point organisers",0.101570232475415
1,"topic1","1412","england send vaughan for scan",0.101305558352867
1,"topic1","1413","refinery pursues reduced dust gas emissions",0.101597083317234
2,"topic2","1414","aussie stock market closes weaker",0.10515162574648
1,"topic1","1415","dead man walking job hunting in brazil",0.102391292520911
8,"topic8","1416","spear fights part of weekly life in community",0.102808326597176
1,"topic1","1417","porn film strips italian church of holiness",0.101873086369592
7,"topic7","1418","shark bay art collection to go on show",0.104015215921898
3,"topic3","1419","faulty light forces flight turnaround",0.101094646835428
9,"topic9","142","calls for peaceful iraqi resolution",0.102108163004165
3,"topic3","1420","nsw coalition promises gm crops moratorium",0.101980490315654
5,"topic5","1421","man faces drugs charges after wife reports break in",0.102683546115375
1,"topic1","1422","council seeks new gm",0.102823809908784
9,"topic9","1423","beattie announces 5m for new marine research centre",0.102147593302144
5,"topic5","1424","rustons to stay in family",0.102685179241619
3,"topic3","1425","club says gaming losses must be put into",0.1015615467253
1,"topic1","1426","black stuck on the brink as rain washes out wta",0.106730773431255
1,"topic1","1427","gloves off in vic parliament",0.104013281308282
4,"topic4","1428","food poisoning sparks hospital disaster plan",0.101280303988153
5,"topic5","1429","natasha ryans mother urges media to stay away",0.10229495777387
10,"topic10","143","womans charge upgraded to murder",0.104960639510505
5,"topic5","1430","oil cartel denies backing us led war",0.102469190984291
6,"topic6","1431","missing italian journalists moved to baghdad",0.100971788286149
2,"topic2","1432","police searching for stolen motorbikes",0.103336414004255
6,"topic6","1433","harford steps in for picioane",0.10143311432367
1,"topic1","1434","india blames religious tensions for mumbai blasts",0.104516840844083
10,"topic10","1435","un envoy urges movement on mid east roadmap",0.101879603144793
10,"topic10","1436","spains xaus in superbike double",0.103509901628277
9,"topic9","1437","cannabis crop find sparks more police searches",0.102227377356663
6,"topic6","1438","hundreds reported killed in latest liberian",0.102934274814321
7,"topic7","1439","union to protest over hospital staff numbers",0.101173942740234
5,"topic5","144","states question scope of housing inquiry",0.102390032986242
1,"topic1","1440","worlds oldest chocolate on display",0.102674441848333
5,"topic5","1441","son says rivkin to return to work",0.10171554650566
2,"topic2","1442","cemetery repairs nearly finished",0.104781110252998
1,"topic1","1443","tourism funding cuts impacts on nt jobs",0.102686395789544
5,"topic5","1444","planet ark wants more people fined for cigarette",0.10987686059574
3,"topic3","1445","nrma calls for lower blood alcohol limits for",0.102722759535569
7,"topic7","1446","round up time for toads on nsw north coast",0.102907150710101
7,"topic7","1447","coroner told caused navy deaths could have been",0.103749826230697
10,"topic10","1448","pedestrian dies in road incident",0.101318854258787
4,"topic4","1449","all blacks revert to winning side",0.101500972870284
2,"topic2","145","methanex aust considers worker housing",0.102261654952091
1,"topic1","1450","gt organisers plan tribute for killed driver",0.101520294146945
6,"topic6","1451","nab suspected in amp share raid",0.101399817869686
8,"topic8","1452","residents to vote on development plan",0.101758001690496
2,"topic2","1453","port wrap up preparations for eagles clash",0.102060751373748
9,"topic9","1454","langer changes tune over ryder cup captaincy",0.11223794786299
5,"topic5","1455","franks wont rush battle for baghdad analysts",0.102683093352834
2,"topic2","1456","weir clinches masters in play off",0.10069412894916
5,"topic5","1457","teenagers refused bail on sex charges",0.101282058362454
6,"topic6","1458","community cabinet meets in tville",0.10141776498944
8,"topic8","1459","us soldier killed two wounded in baghdad",0.101731269496306
7,"topic7","146","jones calls for better education programs for",0.101640348045584
3,"topic3","1460","mosquitoes hope to knock cockies off rugby perch",0.115615675235731
5,"topic5","1461","france fires broadside at us policy",0.101549670739824
1,"topic1","1462","iceman is formula ones hot property",0.103362248992677
2,"topic2","1463","aceh violence may flare after peace talks collapse",0.102279343907354
4,"topic4","1464","mp pushes for regional air cover",0.102254696970552
6,"topic6","1465","carey out of swans showdown",0.101266958820098
10,"topic10","1466","rafique quartet restrains s africa tally",0.107414543024795
4,"topic4","1467","sa sex abuse report to be tabled in parliament",0.102826707485759
5,"topic5","1468","gallop wont say beazley win is his cup of tea",0.102004169131824
4,"topic4","1469","fisheries director rejects fees attack",0.102223798186427
6,"topic6","147","ferguson hails beckham in uniteds victory",0.100718023556067
3,"topic3","1470","ruddock offers compo for baxter costs",0.10282688213573
6,"topic6","1471","australia a post modest total",0.102486062381177
8,"topic8","1472","man charged over bendigo blaze",0.10216665944361
6,"topic6","1473","bush cuts off military aid to 35 countries",0.102099670101562
5,"topic5","1474","bus driver strike ends",0.100975335060828
3,"topic3","1475","work begins on big aged care centre",0.101345633381527
6,"topic6","1476","timbercorp rejects bluegum claims",0.104013821700346
4,"topic4","1477","stop playing politics with health nt oppn says",0.103902091799999
10,"topic10","1478","nolans widow wins art dispute",0.102122642376546
2,"topic2","1479","arsenal rally for fourth win as man u lose",0.103716382000713
9,"topic9","148","asc wants explanation over warnes victorian",0.101761040114803
9,"topic9","1480","n korea promises nuclear display",0.10277687151681
4,"topic4","1481","sa court hears deliberate side swipe led to road",0.10476642588962
9,"topic9","1482","syrias mufti calls for martyrs to attack us",0.109152552553169
7,"topic7","1483","pan suspension hits pet owners",0.102969427894394
1,"topic1","1484","dope watchdog sees weakness in tour testing",0.10268842136598
8,"topic8","1485","ronaldinho double puts psg into french cup final",0.103220302335904
10,"topic10","1486","fifteen feared dead in china mine flooding",0.104900560798947
5,"topic5","1487","armstrong faces most important time trial of career",0.103231380132547
1,"topic1","1488","private investment sought for hospital revamp",0.100883424502378
6,"topic6","1489","email problems almost over telstra says",0.101366537049012
2,"topic2","149","lankans appoint australian dyson as coach",0.109375422437288
3,"topic3","1490","experts to examine body of dolphin",0.10565846027088
6,"topic6","1491","senden trails in south carolina",0.106501380191614
7,"topic7","1492","shooting victim dies in hospital",0.102518086362872
5,"topic5","1493","weapons inspector presents evidence to us congress",0.101667449243102
1,"topic1","1494","environment secretary backs centralised fish data",0.103805656947749
9,"topic9","1495","concerns aired over national service medals delay",0.102362749410132
10,"topic10","1496","claim housing affordability inquiry a political",0.101606312257802
5,"topic5","1497","high court centenary celebrated in canberra",0.102324871693331
5,"topic5","1498","drought dollar still hurting rural sector nab",0.101520204314636
